data,4390
2012-03-01,0.82
2012-04-01,0.71
2012-05-01,0.74
2012-06-01,0.64
2012-07-01,0.68
2012-08-01,0.69
2012-09-01,0.54
2012-10-01,0.61
2012-11-01,0.55
2012-12-01,0.55
2013-01-01,0.6
2013-02-01,0.49
2013-03-01,0.55
2013-04-01,0.61
2013-05-01,0.6
2013-06-01,0.61
2013-07-01,0.72
2013-08-01,0.71
2013-09-01,0.71
2013-10-01,0.81
2013-11-01,0.72
2013-12-01,0.79
2014-01-01,0.85
2014-02-01,0.79
2014-03-01,0.77
2014-04-01,0.82
2014-05-01,0.87
2014-06-01,0.82
2014-07-01,0.95
2014-08-01,0.87
2014-09-01,0.91
2014-10-01,0.95
2014-11-01,0.84
2014-12-01,0.96
2015-01-01,0.94
2015-02-01,0.82
2015-03-01,1.04
2015-04-01,0.95
2015-05-01,0.99
2015-06-01,1.07
2015-07-01,1.18
2015-08-01,1.11
2015-09-01,1.11
2015-10-01,1.11
2015-11-01,1.06
2015-12-01,1.16
2016-01-01,1.06
2016-02-01,1.0
2016-03-01,1.16
2016-04-01,1.06
2016-05-01,1.11
2016-06-01,1.16
2016-07-01,1.11
2016-08-01,1.22
2016-09-01,1.11
2016-10-01,1.05
2016-11-01,1.04
2016-12-01,1.12
2017-01-01,1.09
2017-02-01,0.87
2017-03-01,1.05
2017-04-01,0.79
2017-05-01,0.93
2017-06-01,0.81
2017-07-01,0.8
2017-08-01,0.8
2017-09-01,0.64
2017-10-01,0.64
2017-11-01,0.57
2017-12-01,0.54
2018-01-01,0.58
2018-02-01,0.47
2018-03-01,0.53
2018-04-01,0.52
2018-05-01,0.52
2018-06-01,0.52
2018-07-01,0.54
2018-08-01,0.57
2018-09-01,0.47
2018-10-01,0.54
2018-11-01,0.49
2018-12-01,0.49
2019-01-01,0.54
2019-02-01,0.49
2019-03-01,0.47
2019-04-01,0.52
2019-05-01,0.54
2019-06-01,0.47
2019-07-01,0.57
2019-08-01,0.5
2019-09-01,0.46
2019-10-01,0.48
2019-11-01,0.38
2019-12-01,0.37
2020-01-01,0.38
2020-02-01,0.29
2020-03-01,0.34
2020-04-01,0.28
2020-05-01,0.24
2020-06-01,0.21
2020-07-01,0.19
2020-08-01,0.16
2020-09-01,0.16
2020-10-01,0.16
2020-11-01,0.15
2020-12-01,0.16
2021-01-01,0.15
2021-02-01,0.13
2021-03-01,0.2
2021-04-01,0.21
2021-05-01,0.27
2021-06-01,0.31
2021-07-01,0.36
2021-08-01,0.43
2021-09-01,0.44
2021-10-01,0.49
2021-11-01,0.59
2021-12-01,0.77
2022-01-01,0.73
2022-02-01,0.76
2022-03-01,0.93
2022-04-01,0.83
2022-05-01,1.03
2022-06-01,1.02
2022-07-01,1.03
2022-08-01,1.17
2022-09-01,1.07
2022-10-01,1.02
2022-11-01,1.02
2022-12-01,1.12
2023-01-01,1.12
2023-02-01,0.92
2023-03-01,1.17
2023-04-01,0.92
2023-05-01,1.12
2023-06-01,1.07
2023-07-01,1.07
2023-08-01,1.14
2023-09-01,0.97
2023-10-01,1.0
2023-11-01,0.92
2023-12-01,0.89
2024-01-01,0.97
2024-02-01,0.8
2024-03-01,0.83
2024-04-01,0.89
2024-05-01,0.83
2024-06-01,0.79
2024-07-01,0.91
2024-08-01,0.87
2024-09-01,0.84
2024-10-01,0.93
2024-11-01,0.79
2024-12-01,0.93
2025-01-01,1.01
2025-02-01,0.99
2025-03-01,0.96
2025-04-01,1.06
2025-05-01,1.14
2025-06-01,1.1
2025-07-01,1.28
2025-08-01,1.16
2025-09-01,1.22
2025-10-01,1.28
2025-11-01,1.05
2025-12-01,1.22
2026-01-01,1.16
2026-02-01,1.0
2026-03-01,1.21
2026-04-01,1.09
2026-05-01,1.07
2026-06-01,1.12
2026-07-01,1.22
