data,21084
2012-03-01,5.36
2012-04-01,5.41
2012-05-01,5.51
2012-06-01,5.43
2012-07-01,5.42
2012-08-01,5.4
2012-09-01,5.41
2012-10-01,5.34
2012-11-01,5.21
2012-12-01,5.1
2013-01-01,5.04
2013-02-01,5.0
2013-03-01,4.95
2013-04-01,4.86
2013-05-01,4.9
2013-06-01,4.62
2013-07-01,4.57
2013-08-01,4.46
2013-09-01,4.45
2013-10-01,4.26
2013-11-01,4.16
2013-12-01,4.09
2014-01-01,4.05
2014-02-01,4.03
2014-03-01,4.08
2014-04-01,4.13
2014-05-01,4.19
2014-06-01,4.01
2014-07-01,4.08
2014-08-01,4.07
2014-09-01,3.97
2014-10-01,4.01
2014-11-01,3.87
2014-12-01,3.7
2015-01-01,3.78
2015-02-01,3.85
2015-03-01,3.71
2015-04-01,3.79
2015-05-01,3.89
2015-06-01,3.7
2015-07-01,3.81
2015-08-01,3.92
2015-09-01,3.99
2015-10-01,4.12
2015-11-01,4.24
2015-12-01,4.27
2016-01-01,4.34
2016-02-01,4.35
2016-03-01,4.3
2016-04-01,4.35
2016-05-01,4.37
2016-06-01,4.1
2016-07-01,4.15
2016-08-01,4.17
2016-09-01,4.23
2016-10-01,4.23
2016-11-01,4.15
2016-12-01,4.0
2017-01-01,4.04
2017-02-01,4.06
2017-03-01,4.06
2017-04-01,4.09
2017-05-01,4.16
2017-06-01,3.91
2017-07-01,4.01
2017-08-01,3.99
2017-09-01,3.93
2017-10-01,3.93
2017-11-01,3.83
2017-12-01,3.58
2018-01-01,3.78
2018-02-01,3.76
2018-03-01,3.7
2018-04-01,3.68
2018-05-01,3.64
2018-06-01,3.52
2018-07-01,3.56
2018-08-01,3.55
2018-09-01,3.47
2018-10-01,3.43
2018-11-01,3.35
2018-12-01,3.3
2019-01-01,3.39
2019-02-01,3.35
2019-03-01,3.41
2019-04-01,3.41
2019-05-01,3.46
2019-06-01,3.4
2019-07-01,3.49
2019-08-01,3.53
2019-09-01,3.6
2019-10-01,3.58
2019-11-01,3.59
2019-12-01,3.56
2020-01-01,3.63
2020-02-01,3.72
2020-03-01,4.0
2020-04-01,4.13
2020-05-01,4.04
2020-06-01,3.67
2020-07-01,3.52
2020-08-01,3.35
2020-09-01,3.19
2020-10-01,3.11
2020-11-01,3.02
2020-12-01,2.89
2021-01-01,2.93
2021-02-01,2.97
2021-03-01,2.92
2021-04-01,2.95
2021-05-01,3.01
2021-06-01,2.91
2021-07-01,2.94
2021-08-01,2.96
2021-09-01,3.01
2021-10-01,2.99
2021-11-01,3.01
2021-12-01,3.05
2022-01-01,3.26
2022-02-01,3.38
2022-03-01,3.45
2022-04-01,3.54
2022-05-01,3.65
2022-06-01,3.57
2022-07-01,3.71
2022-08-01,3.78
2022-09-01,3.8
2022-10-01,3.89
2022-11-01,3.92
2022-12-01,3.94
2023-01-01,4.11
2023-02-01,4.16
2023-03-01,4.11
2023-04-01,4.26
2023-05-01,4.35
2023-06-01,4.25
2023-07-01,4.22
2023-08-01,4.12
2023-09-01,4.0
2023-10-01,3.97
2023-11-01,3.88
2023-12-01,3.75
2024-01-01,3.76
2024-02-01,3.76
2024-03-01,3.71
2024-04-01,3.75
2024-05-01,3.82
2024-06-01,3.71
2024-07-01,3.78
2024-08-01,3.82
2024-09-01,3.83
2024-10-01,3.79
2024-11-01,3.75
2024-12-01,3.63
2025-01-01,3.89
2025-02-01,3.96
2025-03-01,4.03
2025-04-01,4.25
2025-05-01,4.36
2025-06-01,4.41
2025-07-01,4.66
2025-08-01,4.92
2025-09-01,4.89
2025-10-01,4.99
2025-11-01,5.12
2025-12-01,5.12
2026-01-01,5.38
2026-02-01,5.56
2026-03-01,5.4
2026-04-01,5.51
2026-05-01,5.62
